A00.0,Cholera wywołana przecinkowcem klasycznym Vibrio cholerae 01, biotyp cholerae
A00.1,Cholera wywołana przecinkowcem Vibrio cholerae 01, biotyp El-Tor
A00.9,Cholera, nieokreślona
A01.0,Dur brzuszny
K77.8,Schorzenia wątroby w chorobach sklasyfikowanych gdzie indziej
K80.0,Kamica pęcherzyka żółciowego z ostrym zapaleniem pęcherzyka żółciowego
K80.1,Kamica pęcherzyka żółciowego z innym zapaleniem pęcherzyka żółciowego
K80.2,Kamica pęcherzyka żółciowego bez zapalenia pęcherzyka żółciowego
K80.3,Kamica przewodu żółciowego z zapaleniem (dróg żółciowych)
K80.4,Kamica przewodu żółciowego z zapaleniem pęcherzyka żółciowego
K80.5,Kamica przewodu żółciowego bez zapalenia pęcherzyka żółciowego lub dróg żółciowych
K80.8,Inne kamice żółciowe
K81.0,Ostre zapalenie pęcherzyka żółciowego
K81.1,Przewlekłe zapalenie pęcherzyka żółciowego
K81.8,Inne zapalenie pęcherzyka żółciowego
K81.9,Zapalenie pęcherzyka żółciowego, nieokreślone
K82.0,Niedrożność pęcherzyka żółciowego
K82.1,Wodniak pęcherzyka żółciowego
K82.2,Przedziurawienie pęcherzyka żółciowego
K82.3,Przetoka pęcherzyka żółciowego
K82.4,Zwyrodnienie cholesterolowe pęcherzyka żółciowego [cholesterolosis]
K82.8,Inne określone choroby pęcherzyka żółciowego
K82.9,Choroba pęcherzyka żółciowego, nieokreślona
K83.0,Zapalenie dróg żółciowych
K83.1,Niedrożność przewodów żółciowych
K83.2,Przedziurawienie przewodów żółciowych
K83.3,Przetoka przewodów żółciowych
K83.4,Kurcz zwieracza Oddiego
K83.5,Torbiel żółciowa
K83.8,Inne określone choroby przewodów żółciowych
K83.9,Choroba przewodów żółciowych, nieokreślona
K85,Ostre zapalenie trzustki
K86.1,Inne przewlekłe zapalenia trzustki
K86.2,Torbiel trzustki
K86.3,Torbiel rzekoma trzustki
K86.8,Inne określone choroby trzustki
K86.9,Choroba trzustki, nieokreślona
K87.0,Schorzenia pęcherzyka żółciowego i przewodów żółciowych w chorobach sklasyfikowanych gdzie indziej
K90.0,Choroba trzewna [celiakia]
K90.1,Sprue tropikalne
K90.2,Zespół ślepej pętli niesklasyfikowany gdzie indziej
K90.3,Tłuszczowa biegunka trzustkowa
K90.4,Nieprawidłowe wchłanianie wywołane przez nietolerancję, niesklasyfikowane gdzie indziej
K90.8,Inne nieprawidłowe wchłanianie jelitowe
K90.9,Nieprawidłowe wchłanianie jelitowe, nieokreślone
K91.0,Wymioty spowodowane zabiegami chirurgicznymi żołądkowo-jelitowymi
K91.1,Zespoły po zabiegach chirurgicznych żołądka
K91.2,Nieprawidłowe wchłanianie po zabiegach chirurgicznych niesklasyfikowane gdzie indziej
K91.3,Pooperacyjna niedrożność jelitowa
K91.4,Nieprawidłowa czynność zespoleń okrężniczych lub jelitowych (kolostomii, enterostomii)
K91.5,Zespół po usunięciu pęcherzyka żółciowego
K91.8,Inne pooperacyjne zaburzenia układu pokarmowego niesklasyfikowane gdzie indziej
K91.9,Pooperacyjne zaburzenia układu pokarmowego, nieokreślone
K92.0,Wymioty krwawe
K92.1,Stolce smołowate
K92.2,Krwotok żołądkowo-jelitowy, nieokreślony
K92.8,Inne określone choroby układu pokarmowego
K92.9,Choroba układu pokarmowego, nieokreślona
K93.0,Gruźlicze zaburzenia jelit, otrzewnej i węzłów chłonnych krezkowych (A18.3+)
K93.8,Zaburzenia innych określonych narządów układu pokarmowego w chorobach sklasyfikowanych gdzie indziej
L00,Liszajec pęcherzowy noworodków
L01.0,Liszajec [każdej etiologii bakteryjnej] [każdej okolicy]
L01.1,Zliszajowacenie innych zmian skórnych
L02.0,Ropień skóry, czyrak i czyrak gromadny twarzy
L02.1,Ropień skóry, czyrak, czyrak gromadny szyi
L02.2,Ropień skóry, czyrak, czyrak gromadny tułowia
L02.3,Ropień skóry, czyrak, czyrak gromadny pośadka
L02.4,Ropień skóry, czyrak, czyrak gromadny kończyny
L02.8,Ropień skóry, czyrak, czyrak gromadny o innej lokalizacji
L03.0,Zapalenie tkanki podskórnej palca ręki i stopy
L03.1,Zapalenie tkanki lącznej innych części kończyny
L03.2,Zapalenie tkanki łącznej twarzy
L03.3,Zapalenie tkanki łącznej tułowia
L03.8,Zapalenie tkanki łącznej o innej lokalizacji
L03.9,Nieokreślone zapalenie tkanki łącznej
L04.0,Ostre zapalenie węzłów chłonnych twarzy, głowy i szyi
L04.1,Ostre zapalenie węzłów chłonnych tułowia
L04.2,Ostre zapalenie węzłów chłonnych kończyny górnej
L04.3,Ostre zapalenie węzłów chłonnych kończyny dolnej
L04.8,Ostre zapalenie węzłów chłonnych o innej lokalizacji
L04.9,Nieokreślone ostre zapalenie węzłów chłonnych
L05.9,Torbiel pilonidalna bez ropnia
L08.0,Ropne zapalenie skóry
L08.1,Łupież rumieniowy
L08.9,Miejscowe zakażenia skóry i tkanki podskórnej, nieokreślone
L10.0,Pęcherzyca zwykła
L10.1,Pęcherzyca bujająca
L10.2,Pęcherzyca liściasta
L10.3,Pęcherzyca brazylijska [fogo selvagem]
L10.4,Pęcherzyca rumieniowata
L10.5,Pęcherzyca polekowa
L10.8,Inna pęcherzyca
L10.9,Nieokreślona pęcherzyca
L11.0,Nabyte rogowacenie mieszkowe
L11.1,Przemijająca dermatoza z akantolizą [choroba Grovera]
L11.8,Inne określone choroby skóry z akantolizą
L11.9,Schorzenia z akantolizą, nieokreślone
L12.0,Pemfigoid pęcherzowy
L12.1,Pemfigoid bliznowaciejący
L12.2,Przewlekła choroba pęcherzowa dzieci
L12.3,Nabyte pęcherzowe oddzielanie się naskórka
L12.8,Inny pemfigoid
L12.9,Nieokreślony pemfigoid
L13.0,Zapalenie skóry opryszczkowate
L13.1,Dermatitis subcornealis pustulosa
L13.8,Inne określone choroby pęcherzowe
L13.9,Nieokreślone choroby pęcherzowe
L14,Choroby pęcherzowe w przebiegu schorzeń sklasyfikowanych gdzie indziej
L20.0,Świerzbiączka skazowa Besniera
L20.8,Inne atopowe zapalenia skóry
L20.9,Atopowe zapalenie skóry, nieokreślone
L21.0,Łojotok głowy
L21.1,Dziecięce łojotokowe zapalenie skóry
L21.8,Inne łojotokowe zapalenie skóry
L21.9,Nieokreślone łojotokowe zapalenie skóry
L22,Pieluszkowe (serwetkowe) zapalenie skóry
L23.0,Alergiczne kontaktowe zapalenie skóry wywołane przez kontakt z metalami
L23.1,Alergiczne kontaktowe zapalenie skóry wywołane przez przylepiec
L23.2,Alergiczne kontaktowe zapalenie skóry wywołane kosmetykami
L23.3,Alergiczne kontaktowe zapalenie skóry wywołane przez kontakt leków ze skórą
L23.4,Alergiczne kontaktowe zapalenie skóry wywołane barwnikami
L23.5,Alergiczne kontaktowe zapalenie skóry wywołane innymi środkami chemicznymi
L23.6,Alergiczne kontaktowe zapalenie skóry wywołane kontaktem pokarmu ze skórą
L23.7,Alergiczne kontaktowe zapalenie skóry wywołane roślinami, (z wyjątkiem żywności)
L23.8,Alergiczne kontaktowe zapalenie skóry wywołane innymi czynnikami
L23.9,Alergiczne kontaktowe zapalenie skóry o nieokreślonej przyczynie
L24.0,Kontaktowe zapalenie skóry z podrażnienia wywołane przez kontakt z detergentami
L24.1,Kontaktowe zapalenie skóry z podrażnienia wywołane przez kontakt z olejami i smarami
L24.2,Kontaktowe zapalenie skóry z podrażnienia wywołane rozpuszczalnikami
L24.3,Kontaktowe zapalenie skóry z podrażnienia wywołane kosmetykami
L24.4,Kontaktowe zapalenie skóry z podrażnienia wywołane kontaktem z lekami
L24.5,Kontaktowe zapalenie skóry z podrażnienia wywołane innymi środkami chemicznymi
L24.6,Kontaktowe zapalenie skóry z podrażnienia wywołane kontaktem z produktami żywnościowymi
L24.7,Kontaktowe zapalenie skóry z podrażnienia wywołane roślinami, z wyjątkiem żywności
L24.8,Kontaktowe zapalenie skóry z podrażnienia wywołane innymi czynnikami
L24.9,Kontaktowe zapalenie skóry z podrażnienia wywołane przez nieokreślone czynniki
L25.0,Nieokreślone kontaktowe zapalenie skóry wywołane kosmetykami
L25.1,Nieokreślone kontaktowe zapalenie skóry wywołane przez kontakt skóry z lekami
L25.2,Nieokreślone kontaktowe zapalenie skóry wywołane barwnikami
L25.3,Nieokreślone zapalenie skóry wywołane innymi substancjami chemicznymi
L25.4,Nieokreślone kontaktowe zapalenie skóry wywołane przez kontakt skóry z żywnością
L25.5,Nieokreślone kontaktowe zapalenie skóry wywołane przez rośliny, z wyjątkiem żywności
L25.8,Nieokreślone kontaktowe zapalenie skóry wywołane przez inne czynniki
L25.9,Nieokreślone kontaktowe zapalenie skóry wywołane przez nieokreślone czynniki
L26,Złuszczające zapalenie skóry
L27.0,Uogólniona osutka skórna wywołana lekami i innymi środkami leczniczymi
L27.1,Ograniczona osutka skórna wywołana lekami i innymi środkami leczniczymi
L27.2,Zapalenie skóry wywołane spożytą żywnością
L27.8,Zapalenie skóry wywołane innymi substancjami wprowadzonymi do ustroju
L27.9,Zapalenie skóry wywołane nieokreślonymi substancjami wprowadzonymi do ustroju
L28.0,Przewlekły liszaj pospolity
L28.1,Świerzbiączka guzkowa
L28.2,Inna świerzbiączka
L29.0,Świąd odbytu
L29.2,Świąd pochwy
L29.3,Świąd okolic odbytu i narządów płciowych, nieokreślony
L29.8,Inny świąd
L29.9,Świąd, nieokreślony
L30.0,Wyprysk pieniążkowaty
L30.1,Potnica [pompholyx]
L30.2,Autoalergizacja skórna
L30.3,Dermatozy zakaźne
L30.4,Wyprzenie
L30.5,Łupież biały [pityriasis alba]
L30.8,Inne określone zapalenie skóry
L30.9,Nieokreślone zapalenie skóry
L40.0,Łuszczyca pospolita
L40.1,Łuszczyca krostkowa uogólniona
L40.2,Zapalenie ciągłe krostkowe kończyn [acrodermatitis continua]
L40.3,Łuszczyca krostkowa dłoni i podeszw
L40.4,Łuszczyca grudkowa
L40.5,Łuszczyca stawowa (M07.0-M07.3, M09.0)
L40.8,Inna łuszczyca
L40.9,Nieokreślona łuszczyca
L41.0,Przyłuszczyca ostra [pityriasis lichenoides et varioliformis acuta]
L41.1,Przyłuszczyca przewlekła [pityriasis lichenoides chronica]
L41.2,Lymphomatoid papulosis
L41.3,Przyłuszczyca plackowata drobnoogniskowa
L41.4,Przyłuszczyca plackowata wielkoogniskowa
L41.5,Przyłuszczyca siatkowata
L41.8,Inna przyłuszczyca
L41.9,Nieokreślona przyłuszczyca
L42,Łupież różowy Giberta [pityriasis rosea Gibert']
L43.0,Liszaj płaski przerostowy
L43.1,Liszaj płaski pęcherzowy
L43.2,Liszajowa reakcja polekowa
L43.3,Podostry (aktywny) liszaj płaski
L43.8,Inny liszaj płaski
L43.9,Nieokreślony liszaj płaski
L44.0,Łupież czerwony mieszkowy [pityriasis rubra piliaris]
L44.1,Liszaj lśniący [lichen nitidus]
L44.2,Liszaj pasmowaty [lichen striatus]
L44.3,Liszaj czerwony paciorkowaty [lichen ruber moniliformis]
L44.4,Dziecięce grudkowe zapalenie ciągłe skóry kończyn [choroba Gianotti-Crosti]
L44.8,Inne określone choroby grudkowo-złuszczające
L44.9,Nieokreślone choroby grudkowo-złuszczające
L45,Choroby grudkowo-złuszczające w schorzeniach sklasyfikowanych gdzie indziej
L50.0,Pokrzywka alergiczna
L50.1,Pokrzywka idiopatyczna
L50.2,Pokrzywka wywołana zimnem i ciepłem
L50.3,Pokrzywka dermograficzna
L50.4,Pokrzywka wibracyjna
L50.5,Pokrzywka cholinergiczna
L50.6,Pokrzywka kontaktowa
L50.8,Inna pokrzywka
L50.9,Nieokreślona pokrzywka
L51.0,Niepęcherzowy rumień wielopostaciowy
L51.1,Pęcherzowy rumień wielopostaciowy
L51.2,Toksyczne martwicze oddzielanie się naskórka [choroba Lyella]
L51.8,Inny rumień wielopostaciowy
L51.9,Rumień wielopostaciowy, nieokreślony
L52,Rumień guzowaty [erythema nodosum]
L53.0,Rumień toksyczny
L53.1,Rumień obrączkowaty odśrodkowy Dariera
L53.2,Rumień brzeżny
L53.3,Inny przewlekły rumień girlandowaty
L53.8,Inne określone stany rumieniowe
L53.9,Stany rumieniowe, nieokreślone
L54.0,Rumień obrączkowaty w przebiegu ostrej gorączki reumatycznej (I00+)
L54.8,Rumień w innych chorobach sklasyfikowanych gdzie indziej
L55.0,Oparzenie słoneczne pierwszego stopnia
L55.1,Oparzenie słoneczne drugiego stopnia
L55.2,Oparzenie słoneczne trzeciego stopnia
L55.8,Inne oparzenie słoneczne
L55.9,Nieokreślone oparzenie słoneczne
L56.0,Reakcja fototoksyczna indukowana lekiem
L56.1,Reakcja fotoalergiczna wywołana lekiem
L56.2,Fotokontaktowe zapalenie skóry [berloque dermatitis]
L56.3,Pokrzywka świetlna
L56.4,Polimorficzna osutka świetlna
L56.8,Inne określone ostre zmiany skórne wywołane promieniowaniem ultrafioletowym
L56.9,Ostre zmiany skórne wywołane promieniowaniem ultrafioletowym, nieokreślone
L57.0,Rogowacenie związane z promieniowaniem słonecznym [Actinic keratosis]
L57.1,Actinic reticuloid
L57.2,Skóra bruzdowata karku (romboidalna)
L57.3,Zanik pstry naczyniasty [Poikilodermia Civatte]
L57.4,Zwiotczenie sprężyste skóry [cutis laxa senilis]
L57.5,Actinic gramuloma
L57.8,Inne zmiany skórne wywołane przewlekłą ekspozycją na promieniowanie niejonizujące
L57.9,Zmiany skórne wywołane przewlekłą ekspozycją na promieniowanie niejonizujące, nieokreślone
L58.0,Wczesny odczyn porentgenowski
L58.1,Późny odczyn porentgenowski
L58.9,Nieokreślone porentgenowskie uszkodzenie skóry
L59.0,Rumień oparzeniowy [dermatitis ab igne]
L59.8,Inne określone choroby skóry i tkanki podskórnej związane z napromieniowaniem
L59.9,Choroby skóry i tkanki podskórnej związane z napromieniowaniem, nieokreślone
L60.0,Wrastający paznokieć
L60.1,Oddzielenie się płytki paznokciowej [onycholysis]
L60.2,Szponowatość paznokci [onychogryphosis]
L60.3,Dystrofia paznokcia
L60.4,Linie Beau (bruzdowanie)
L60.5,Zespół żółtych paznokci
L60.8,Inne choroby paznokcia
L60.9,Nieokreślone choroby paznokcia
L62.0,Przerost skóry i kośćca z paznokciami pałeczkowatymi (M89.4+)
L62.8,Choroby paznokci w schorzeniach sklasyfikowanych gdzie indziej
L63.0,Łysienie (głowy) całkowite
L63.1,Łysienie uogólnione
L63.2,Wyłysienie pasmowate [ophiasis]
L63.8,Inne łysienie plackowate
L63.9,Nieokreślone łysienie plackowate
L64.0,Łysienie androgenne indukowane lekami
L64.8,Inne łysienie androgenne
L64.9,Nieokreślone łysienie androgenne
L65.0,Telogenowe wypadanie włosów [telogen effluvium]
L65.1,Anagenowe wypadanie włosów [anagen effluvium]
L65.2,Mucynoza mieszkowa [alopecia mucinosa]
L65.8,Inna określona niebliznowaciejąca utrata włosów
L65.9,Niebliznowaciejąca utrata włosów, nieokreślona
L66.0,Łysienie rzekomoplackowate [pseudopalade]
L66.1,Liszaj płaski mieszkowy
L66.2,Wyłysiające zapalenie mieszków włosowych [folliculitis decalvans]
L66.3,Zapalenie okołomieszkowe głowy ropowicze
L66.4,Folliculitis ulerythematosa reticulata
L66.8,Inne łysienie bliznowaciejące
L66.9,Nieokreślone łysienie bliznowaciejące
L67.0,Łamliwość włosów węzłowa [Trichorrhexis nodosa]
L67.1,Zmiana zabarwienia włosów
L67.8,Inne nieprawidłowości zabarwienia i budowy włosów
L67.9,Nieprawidłowości zabarwienia i budowy włosów, nieokreślone
L68.0,Owłosienie patologiczne [hirsutyzm]
L68.1,Nabyte nadmierne owłosienie typu płodowego
L68.2,Ograniczone nadmierne owłosienie
L68.3,Nadmierne owłosienie [politrichia]
L68.8,Inne nadmierne owłosienie
L68.9,Nadmierne owłosienie, nieokreślone
L70.0,Trądzik pospolity [acne vulgaris]
L70.1,Trądzik skupiony [acne conglobata]
L70.2,Trądzik ospowaty [acne varioliformis]
L70.3,Trądzik tropikalny
L70.4,Trądzik dziecięcy
L70.5,Trądzik z rozdrapania [acne excoriee des jeunes filles]
L70.8,Inny trądzik
L70.9,Nieokreślony trądzik
L71.0,Okołoustne zapalenie skóry
L71.1,Odmiana przerostowa trądzika różowatego [rhinophyma]
L71.8,Inny trądzik różowaty
L71.9,Nieokreślony trądzik różowaty
L72.0,Torbiel epidermalna
L72.1,Torbiel osłonki włosa
L72.2,Mnogie torbiele łojowe [Steatocystoma multiplex]
L72.8,Inne torbiele mieszkowe skóry i tkanki podskórnej
L72.9,Torbiele mieszkowe skóry i tkanki podskórnej, nieokreślone
L73.0,Trądzik bliznowcowy
L73.1,Rzekome ropne zapalenie mieszków włosowych brody
L73.2,Ropnie mnogie gruczołów apokrynowych pachy [hydradenitis suppurativa]
L73.8,Inne określone choroby mieszków włosowych
L74.0,Potówka czerwona (R61.-)
L74.1,Potówka zwykła [miliaria crystallina]
L74.2,Potówka głęboka
L74.3,Potówka, nieokreślona
L74.4,Brak potu [anhydrosis]
L74.8,Inne choroby gruczołów potowych
L74.9,Nieokreślone choroby gruczołów potowych
L75.0,Poty złowonne [bromhidrosis]
L75.1,Poty barwne [chromhidrosis]
L75.2,Choroba Fox-Fordyce
L75.8,Inne choroby gruczołów apokrynowych
L75.9,Nieokreślone choroby gruczołów apokrynowych
L80,Bielactwo [vitiligo]
L81.0,Nadmierna pigmentacja poinfekcyjna
L81.1,Ostudy [chloasma]
L81.4,Inne nadmierne gromadzenie melaniny
L81.5,Odbarwienie skóry [leucoderma], niesklasyfikowane gdzie indziej
L81.6,Inne choroby ze zmniejszonym tworzeniem melaniny
L81.7,Barwnikowe-naczyniowe zmiany skórne
L81.8,Inne określone zaburzenia pigmentacji
L81.9,Zaburzenia pigmentacji, nieokreślone
L82,Brodawka łojotokowa (rogowacenie łojotokowe) [seborrheic keratosis]
L83,Rogowacenie ciemne
L84,Nagniotki i modzele
L85.0,Rybia łuska nabyta
L85.1,Nabyte rogowacenie dłoni i podeszew
L85.2,Rogowacenie punktowe (dłoni i stóp)
L85.3,Suchość skóry [Xerosis cutis]
L85.8,Inne określone zgrubienie naskórka
L85.9,Zgrubienie naskórka, nieokreślone
L86,Uogólnione rogowacenie skóry w przebiegu chorób sklasyfikowanych gdzie indziej
L87.0,Rogowacenie mieszkowe i okołomieszkowe wnikające do skóry [choroba Kyrle]
L87.1,Reaktywna perforująca kolagenoza
L87.2,Elastosis perforans serpingiosa
L87.8,Inne zaburzenia eliminacji przeznaskórkowej
L87.9,Zaburzenia eliminacji przeznaskórkowej, nieokreślone
L88,Ropne zgorzelinowe zapalenie skóry
L89,Owrzodzenie odleżynowe
L90.0,Liszaj twardzinowy i zanikowy
L90.1,Zanik skórny plackowaty [Anetoderma] Schweninger-Buzzi
L90.2,Zanik skórny plackowaty [Anetoderma] Jadassohn-Pellizzari
L90.3,Zanik skóry Pasini i Pierini [Atrophoderma]
L90.4,Przewlekłe zanikowe zapalenie skóry kończyn [Acrodermatitis chronica atrophicans]
L90.5,Stany bliznowacenia i włóknienia skóry
L90.6,Rozstępy skórne [striae atrophicae]
L90.8,Inne zanikowe choroby skóry
L90.9,Zanikowe choroby skóry, nieokreślone
L91.0,Blizna keloidowa
L91.8,Inne przerostowe choroby skóry
L91.9,Przerostowe choroby skóry, nieokreślone
L92.0,Ziarniniak obrączkowaty
L92.1,Obumieranie tłuszczowe, niesklasyfikowane gdzie indziej
L92.2,Ziarniniak twarzy [eozynofilowy ziarniniak]
L92.3,Ziarniniak ciała obcego skóry i tkanki podskórnej
L92.8,Inne choroby ziarniniakowe skóry i tkanki podskórnej
L92.9,Choroby ziarniniakowe skóry i tkanki podskórnej, nieokreślone
L93.0,Toczeń rumieniowaty krążkowy
L93.1,Podostry toczeń rumieniowaty skórny
L93.2,Inny miejscowy toczeń rumieniowaty
L94.0,Twardzina ograniczona [morphea]
L94.1,Twardzina linijna na głowie podobna do blizny po cięciu szablą [En coup de sabre]
L94.2,Złogi wapniowe w skórze [calcinosis cutis]
L94.3,Stwardnienie palców [Sclerodactylia]
L94.4,Grudki Gottrona
L94.5,Zanik pstry naczyniasty skóry
L94.6,Ainhum
L94.8,Inne określone miejscowe choroby tkanki łącznej
L94.9,Ograniczone choroby tkanki łącznej, nieokreślone
L95.0,Livedo-vasculitis
L95.1,Rumień wyniosły i długotrwały [Erythema elevatum et diutinum]
L95.8,Inne zapalenie naczyń ograniczone do skóry
L95.9,Zapalenie naczyń ograniczone do skóry, nieokreślone
L97,Owrzodzenie kończyny dolnej, niesklasyfikowane gdzie indziej
L98.0,Ziarniniak ropny
L98.1,Zapalenie skóry wywołane
L98.2,Dermatosis neutrophilica febrilis acuta [zespół Sweeta]
L98.3,Eozynofilowe zapalenie tkanki podskórnej [choroba Wellsa]
L98.4,Przewlekły wrzód skóry, niesklasyfikowany gdzie indziej
L98.5,Mucynoza skóry
L98.6,Inne naciekowe choroby skóry i tkanki podskórnej
L98.8,Inne określone schorzenia skóry i tkanki podskórnej
L98.9,Nieokreślone schorzenia skóry i tkanki podskórnej
L99.0,Amyloidoza skóry (E85.-+)
L99.8,Inne określone schorzenia skóry i tkanki podskórnej w przebiegu chorób sklasyfikowanych gdzie indziej
M00.0,Gronkowcowe zapalenie jedno- lub wielostawowe
M00.1,Pneumokokowe zapalenie jedno- lub wielostawowe
M00.2,Paciorkowcowe zapalenia jedno- lub wielostawowe
M00.8,Inne bakteryjne zapalenia jedno- lub wielostawowe
M00.9,Ropne zapalenia stawów, nieokreślone
M01.0,Meningokokowe zapalenie stawów (A39.8+)
M01.1,Gruźlicze zapalenie stawów (A18.0+)
M01.2,Zapalenie stawów w chorobie z Lyme (A69.2+)
