A01, Badania laboratoryjne i inne -> Analityka -> Badanie ogólne moczu (profil)
57.794, Operacje i zabiegi w zakresie pęcherza moczowego -> Całkowite wycięcie pęcherza moczowego -> Inne całkowite wycięcie pęcherza -> Wycięcie pęcherza proste (bez limfadenektomii) z wytworzeniem ortotopowego pęcherza jelitowego u mężczyzny
57.795, Operacje i zabiegi w zakresie pęcherza moczowego -> Całkowite wycięcie pęcherza moczowego -> Inne całkowite wycięcie pęcherza -> Wycięcie pęcherza wynicowanego z wytworzeniem przetok moczowodowo-skórnych
57.796, Operacje i zabiegi w zakresie pęcherza moczowego -> Całkowite wycięcie pęcherza moczowego -> Inne całkowite wycięcie pęcherza -> Wycięcie pęcherza wynicowanego z odprowadzeniem moczu przez wstawkę jelitową
57.797, Operacje i zabiegi w zakresie pęcherza moczowego -> Całkowite wycięcie pęcherza moczowego -> Inne całkowite wycięcie pęcherza -> Wycięcie pęcherza wynicowanego z wytworzeniem zastępczego, kontynentnego zbiornika jelitowego
57.811, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Zeszycie rany pęcherza moczowego -> Zaopatrzenie urazowego pęknięcia pęcherza proste
57.812, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Zeszycie rany pęcherza moczowego -> Zaopatrzenie urazowego pęknięcia pęcherza skomplikowane
57.813, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Zeszycie rany pęcherza moczowego -> Zaopatrzenie urazowego pęknięcia pęcherza laparoskopowo
57.82, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Zamknięcie cystostomii
57.831, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Operacja przetoki pęcherzowo-jelitowej -> Wycięcie przetoki pęcherzowo-odbytniczo-pochwowej
57.832, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Operacja przetoki pęcherzowo-jelitowej -> Wycięcie przetoki pęcherzowo-esiczo-pochwowej
57.841, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Operacja innej przetoki pęcherzowej -> Wycięcie przetoki szyjkowo-pęcherzowej
57.842, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Operacja innej przetoki pęcherzowej -> Wycięcie przetoki maciczno-kroczowo-pęcherzowej
57.843, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Operacja innej przetoki pęcherzowej -> Wycięcie przetoki maciczno-pęcherzowej
57.844, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Operacja innej przetoki pęcherzowej -> Wycięcie przetoki pochwowo-pęcherzowej
57.851, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Plastyka pęcherza i cewki moczowej oraz plastyka szyi pęcherza -> Sfałdowanie/ plikacja szyi pęcherza
57.852, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Plastyka pęcherza i cewki moczowej oraz plastyka szyi pęcherza -> Plastyka V-Y szyi pęcherza
57.853, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Plastyka pęcherza i cewki moczowej oraz plastyka szyi pęcherza -> Plastyka szyi pęcherza metodą Young-Dees-Leadbetter
57.86, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Operacje naprawcze wynicowanego pęcherza moczowego
57.871, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Rekonstrukcja pęcherza moczowego -> Zespolenie pęcherza z izolowaną pętlą jelita biodrowego
57.872, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Rekonstrukcja pęcherza moczowego -> Powiększenie pojemności pęcherza (augmentacja bez wycinania pęcherza) z użyciem jelita
57.873, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Rekonstrukcja pęcherza moczowego -> Zastąpienie pęcherza z użyciem jelita biodrowego lub esicy (zastępczy pęcherz jelitowy)
57.874, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Rekonstrukcja pęcherza moczowego -> Wytworzenie zastępczego, kontynentnego zbiornika jelitowego bez wycinania pęcherza
57.875, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Rekonstrukcja pęcherza moczowego -> Wycięcie pęcherza z pozostawieniem szyi i trójkąta pęcherza oraz zastąpieniem pęcherza jelitem (cystoenteroplastyka)
57.876, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Rekonstrukcja pęcherza moczowego -> Wycięcie zastępczego, kontynentnego zbiornika jelitowego na mocz albo ortotopowego pęcherza jelitowego albo wstawki z jelita biodrowego lub grubego
57.877, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Rekonstrukcja pęcherza moczowego -> Powiększenie pojemności pęcherza przez nacięcie błony mięśniowej pęcherza (autoaugmentacja) metodą otwartą
57.878, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Rekonstrukcja pęcherza moczowego -> Powiększenie pojemności pęcherza przez nacięcie błony mięśniowej pęcherza (autoaugmentacja) laparoskopowo
57.880, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Operacja przetoki pęcherzowej laparoskopowo
57.881, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Zespolenie pęcherza z jelitem nie określone inaczej
57.882, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Zespolenie pęcherza z jelitem grubym
57.883, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Operacja przetoki pęcherzowo-odbytniczej albo pęcherzowo-pochwowo-odbytniczej z dostępu nadłonowego lub kroczowego
57.884, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Operacja przetoki pęcherzowo-pochwowej albo moczowodowo-pochwowej z dostępu przez pochwę – operacja prosta
57.885, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Operacja przetoki pęcherzowo-pochwowej albo pęcherzowo-cewkowo-pochwowej z dostępu przez pochwę lub nadłonowego
57.886, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Operacja przetoki pęcherzowo-pochwowej z dostępu przezpęcherzowego pozaotrzewnowego
57.887, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Operacja przetoki pęcherzowo-pochwowej z dostępu przez laparotomię
57.888, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Operacja przetoki pęcherzowo-macicznej z usunięciem macicy
57.889, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne zespolenia pęcherza moczowego -> Operacja przetoki pęcherzowo-macicznej bez usunięcia macicy
57.891, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne operacje naprawcze pęcherza moczowego -> Podwieszenie pęcherza niesklasyfikowane gdzie indziej
57.892, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne operacje naprawcze pęcherza moczowego -> Umocowanie pęcherza (cystopeksja) nieokreślone inaczej
57.893, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi naprawcze w zakresie pęcherza moczowego -> Inne operacje naprawcze pęcherza moczowego -> Późna operacja naprawcza położniczego uszkodzenia pęcherza
57.91, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi i operacje pęcherza moczowego -> Nacięcie zwieracza wewnętrznego cewki moczowej
57.92, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi i operacje pęcherza moczowego -> Rozszerzanie szyi pęcherza moczowego
57.93, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi i operacje pęcherza moczowego -> Opanowanie krwawienia pooperacyjnego z pęcherza moczowego
57.94, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi i operacje pęcherza moczowego -> Wprowadzenie na stałe cewnika do pęcherza moczowego
57.95, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi i operacje pęcherza moczowego -> Wymiana cewnika wprowadzonego do pęcherza moczowego na stałe
57.96, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi i operacje pęcherza moczowego -> Wszczepienie elektronicznego stymulatora pęcherza moczowego
57.97, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi i operacje pęcherza moczowego -> Wymiana elektronicznego stymulatora pęcherza moczowego
57.98, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi i operacje pęcherza moczowego -> Usunięcie elektronicznego stymulatora pęcherza moczowego
57.99, Operacje i zabiegi w zakresie pęcherza moczowego -> Inne zabiegi i operacje pęcherza moczowego -> Inne zabiegi w obrębie pęcherza
58.01, Operacje i zabiegi w obrębie cewki moczowej -> Nacięcie cewki moczowej -> Wycięcie przegrody cewki moczowej
58.02, Operacje i zabiegi w obrębie cewki moczowej -> Nacięcie cewki moczowej -> Wytworzenie przetoki cewkowo-pochwowej
58.03, Operacje i zabiegi w obrębie cewki moczowej -> Nacięcie cewki moczowej -> Uretrostomia kroczowa
58.04, Operacje i zabiegi w obrębie cewki moczowej -> Nacięcie cewki moczowej -> Usunięcie kamienia z cewki przez jej nacięcie
58.05, Operacje i zabiegi w obrębie cewki moczowej -> Nacięcie cewki moczowej -> Usunięcie ciała obcego z cewki przez jej nacięcie
58.1, Operacje i zabiegi w obrębie cewki moczowej -> Nacięcie ujścia cewki moczowej (meatotomia)
58.21, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi diagnostyczne w obrębie cewki moczowej -> Uretroskopia kroczowa
58.22, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi diagnostyczne w obrębie cewki moczowej -> Inna uretroskopia
58.231, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi diagnostyczne w obrębie cewki moczowej -> Biopsja cewki moczowej -> Uretroskopia uretro- albo cystoskopem sztywnym i biopsja cewki
58.232, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi diagnostyczne w obrębie cewki moczowej -> Biopsja cewki moczowej -> Uretroskopia uretrocystoskopem giętkim i biopsja cewki
58.24, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi diagnostyczne w obrębie cewki moczowej -> Biopsja tkanek okołocewkowych
58.29, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi diagnostyczne w obrębie cewki moczowej -> Inne zabiegi diagnostyczne w obrębie cewki moczowej i tkanki okołocewkowej
58.311, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Endoskopowe wycięcie lub usunięcie zmiany w cewce moczowej -> Uretroskopia uretro- albo cystoskopem sztywnym oraz elektrokoagulacja zmiany cewki
58.312, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Endoskopowe wycięcie lub usunięcie zmiany w cewce moczowej -> Uretroskopia uretrocystoskopem giętkim oraz elektrokoagulacja zmiany cewki
58.313, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Endoskopowe wycięcie lub usunięcie zmiany w cewce moczowej -> Uretroskopia uretro- albo cystoskopem sztywnym oraz zniszczenie laserem zmiany cewki
58.314, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Endoskopowe wycięcie lub usunięcie zmiany w cewce moczowej -> Uretroskopia uretrocystoskopem giętkim oraz zniszczenie laserem zmiany cewki
58.315, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Endoskopowe wycięcie lub usunięcie zmiany w cewce moczowej -> Uretroskopia i elektroresekcja zmiany cewki
58.316, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Endoskopowe wycięcie lub usunięcie zmiany w cewce moczowej -> Wycięcie lub zniszczenie termiczne zmiany w obrębie lub w okolicy ujścia zewnętrznego cewki
58.317, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Endoskopowe wycięcie lub usunięcie zmiany w cewce moczowej -> Zniszczenie laserem zmiany w obrębie lub w okolicy ujścia zewnętrznego cewki
58.319, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Endoskopowe wycięcie lub usunięcie zmiany w cewce moczowej -> Wycięcie lub zniszczenie zmiany cewki moczowej endoskopowo - inne
58.391, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Miejscowe wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej - inne -> Wycięcie wrodzonej zastawki cewki moczowej
58.392, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Miejscowe wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej - inne -> Wycięcie zmiany cewki moczowej
58.393, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Miejscowe wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej - inne -> Wycięcie zwężenia cewki moczowej
58.394, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Miejscowe wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej - inne -> Wycięcie cewki częściowe
58.395, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Miejscowe wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej - inne -> Wycięcie cewki całkowite z odprowadzeniem moczu z pęcherza u mężczyzny
58.396, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Miejscowe wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej - inne -> Wycięcie cewki całkowite z odprowadzeniem moczu z pęcherza u kobiety
58.397, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Miejscowe wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej - inne -> Wycięcie zwężenia cewki i uzupełnienie ubytku cewki przeszczepem
58.398, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Miejscowe wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej - inne -> Operacja zwężenia cewki i zespolenie kikutów cewki koniec do końca z dostępu nadłonowego i kroczowego
58.399, Operacje i zabiegi w obrębie cewki moczowej -> Wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej -> Miejscowe wycięcie lub zniszczenie zmiany lub tkanek cewki moczowej - inne -> Operacja zwężenia cewki dwuetapowa (etap I lub etap II)
58.411, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi naprawcze w zakresie cewki moczowej -> Zeszycie rany cewki moczowej -> Zaopatrzenie rany prąciowego odcinka cewki
58.412, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi naprawcze w zakresie cewki moczowej -> Zeszycie rany cewki moczowej -> Zaopatrzenie rany cewki z dostępu kroczowego
58.42, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi naprawcze w zakresie cewki moczowej -> Operacja przetoki cewkowej wytworzonej operacyjnie
58.43, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi naprawcze w zakresie cewki moczowej -> Operacja przetoki cewkowej powstałej samoistnie
58.44, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi naprawcze w zakresie cewki moczowej -> Odtworzenie ciągłości cewki moczowej
58.451, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi naprawcze w zakresie cewki moczowej -> Operacja spodziectwa lub wierzchniactwa -> Operacja spodziectwa żołędziowego
58.452, Operacje i zabiegi w obrębie cewki moczowej -> Zabiegi naprawcze w zakresie cewki moczowej -> Operacja spodziectwa lub wierzchniactwa -> Operacja spodziectwa prąciowego, mosznowego lub kroczowego z jednoczasowym wytworzeniem brakującego odcinka cewki
